key,0,1,2,3,4,5,6,7,8,9,10,11
208,2,1,3,0,0,"/recast","","/wann, /reakt, /recast
VERWENDUNG:
/wann ""[Kommando]""
→ Zeigt an, wann das spezifizierte Kommando wieder verwendet werden kann.","/wann","/reakt",36,0
209,4,1,2,0,0,"/gearset","/gs","/set, /gearset, /gs
VERWENDUNG:
/set [Unterbefehl]
→ Führt Aktionen an Ausrüstungssets aus.
>>Unterbefehle:
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>ändern<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>change<UIGlow>01</UIGlow><UIForeground>01</UIForeground>) [Name/Nummer] [1-15]  Legt die Gegenstände von Set [Name/Nummer] an. Wenn eine Pro<SoftHyphen/>jektions<SoftHyphen/>platte [1-15] vorhanden ist, kann sie auch angewendet werden (optional).
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>check<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>view<UIGlow>01</UIGlow><UIForeground>01</UIForeground>) [Name/Nummer]  Listet die Gegenstände von Set [Name/Nummer] auf.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>speichern<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>save<UIGlow>01</UIGlow><UIForeground>01</UIForeground>) [Name/Nummer]  Speichert aktuelle Gegenstände in Set [Name/Nummer].
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>entf<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>delete<UIGlow>01</UIGlow><UIForeground>01</UIForeground>) [Name/Nummer]  Entfernt das Set [Name/Nummer].
Bei fehlendem Unterbefehl wird die Liste der Sets geöffnet.
>>Beispiel:
/set ändern 1 1
(Legt Ausrüstungsset 1 an und wendet Pro<SoftHyphen/>jektions<SoftHyphen/>platte 1 an.)","/set","",32,0
210,4,2,2,2,0,"/itemsort","/isort","/sortieren, /sort, /itemsort, /isort
VERWENDUNG:
/sort [Unterbefehl]
→ Sortiert deine Gegenstände nach bestimmten Kriterien. Die hier für das Sortieren festgelegten Bedingungen beeinflussen die Funktionsweise des Untermenü-Kommandos „Sortieren“ nicht. (Alternativer Befehl in runden Klammern) {Erklärungen in geschwungenen Klammern}

>>Unterbefehle:
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>def<UIGlow>01</UIGlow><UIForeground>01</UIForeground> [Kategorie] [Kriterium] [Ordnung]
Definiert die Sortierreihenfolge für Gegenstände der angegebenen Kategorie.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>los<UIGlow>01</UIGlow><UIForeground>01</UIForeground> [Kategorie]
Sortiert die Gegenstände der angegebenen Kategorie nach dem festgelegten Kriterium.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>zurück<UIGlow>01</UIGlow><UIForeground>01</UIForeground> [Kategorie]
Löscht die Definition der Sortierreihenfolge für die angegebene Kategorie. Danach mit „los“ ausgeführtes Sortieren hat keinen Effekt.

>>Kategorien:
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>inventar gehilfe arsenal<UIGlow>01</UIGlow><UIForeground>01</UIForeground> <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>satteltasche satteltasche2<UIGlow>01</UIGlow><UIForeground>01</UIForeground> <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Hauptwaffe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Haupt<UIGlow>01</UIGlow><UIForeground>01</UIForeground>) <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Nebenwaffe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Neben<UIGlow>01</UIGlow><UIForeground>01</UIForeground>) <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Kopf Rumpf Hände Taille Beine Füße Hals Ohren Handgelenke Ringe Jobkristall<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

>>Kriterien:
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>id<UIGlow>01</UIGlow><UIForeground>01</UIForeground> {interne Systemnummer}, <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>bindung<UIGlow>01</UIGlow><UIForeground>01</UIForeground> {Emotionale Bindung}, <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>kategorie<UIGlow>01</UIGlow><UIForeground>01</UIForeground> {Gegenstandskategorie}, <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>stufe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>level<UIGlow>01</UIGlow><UIForeground>01</UIForeground>) {Aus<SoftHyphen/>rüstungs<SoftHyphen/>stufe}, <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>ggstufe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> {Gegen<SoftHyphen/>stands<SoftHyphen/>stufe}, <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>stapel<UIGlow>01</UIGlow><UIForeground>01</UIForeground> {Stapelmenge}, <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>hq<UIGlow>01</UIGlow><UIForeground>01</UIForeground> {Qualität}, <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>materia<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>pschaden<UIGlow>01</UIGlow><UIForeground>01</UIForeground> {Physischer Basiswert}, <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>mschaden<UIGlow>01</UIGlow><UIForeground>01</UIForeground> {Magischer Basiswert}, <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>verzögerung<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>pautoattacke<UIGlow>01</UIGlow><UIForeground>01</UIForeground> {Physische Auto-Attacke}, <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>blockrate<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>blockstärke<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>verteidigung<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>mabwehr<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>str ges kon int wlk kunstfertigkeit kontrolle sammeln wahrnehmung reiter<UIGlow>01</UIGlow><UIForeground>01</UIForeground> {Sortiert jeden Reiter einzeln, Bedingungen im nächsten Befehl spezifizierbar}

>>Ordnung:
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>aufsteigend<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>absteigend<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Wenn Ordnung fehlt, wird aufsteigend sortiert. Gehilfeninventar und Satteltaschen müssen geöffnet sein, wenn als Kategorie angegeben. Ordnung entfällt, wenn als Kriterium „reiter“ gewählt wurde.

>>Beispiel:
/sort def Haupt bindung aufs
/sort def Haupt ggstufe abs
/sort los Haupt
Alle Hauptwaffen im Arsenal werden so sortiert, dass die mit der niedrigsten emotionalen Bindung zuerst kommt, wobei innerhalb dessen die höchste Gegen<SoftHyphen/>stands<SoftHyphen/>stufe zuerst gelistet wird.","/sortieren","/sort",36,0
211,2,1,2,0,0,"/random","","/würfeln, /random
VERWENDUNG:
/würfeln [Unterbefehl]
→  Eine Zahl zwischen 0 und 999 wird zufällig ausgewählt und als „Sagen“-Nachricht im Chatlog ausgegeben.

>>Unterbefehl:
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>[Obergrenze]<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Beispiel:
/würfeln 16
Eine Zahl zwischen 1 und 16 wird zufällig ausgewählt und als „Sagen“-Nachricht im Chatlog ausgegeben.","/würfeln","",36,0
212,1,0,0,0,0,"/instance","","/instanz, /instance
→ Zeigt im Chatlog an, ob du dich gerade in einem instanziierten Areal befindest oder nicht.","/instanz","",60,0
213,1,0,0,0,0,"/cleartellhistory","/cth","/flüsterverlauf, /cleartellhistory, /cth
→ Löscht die Flüster-Gesprächspartner aus dem Speicher.","/flüsterverlauf","",60,0
214,1,0,0,0,0,"/macrolock","/mlock","/makroblock, /macrolock, /mlock
→ Kann in Makros eingebunden werden. Verhindert, dass das betreffende Makro durch andere Makros unterbrochen wird.","/makroblock","",36,0
215,2,1,2,0,0,"/macroerror","/merror","/macrofehler, /mfehler, /macroerror, /merror
VERWENDUNG:
/macrofehler [Unterbefehl]
→ Zeigt Textfehler in Makros bei Ausführung des Makros an oder verbirgt die Fehlermeldungen. Einstellung wird auf „ein“ zurückgestellt, sobald das Makro ausgeführt wurde.
>>Unterbefehle:
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>ein<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>on<UIGlow>01</UIGlow><UIForeground>01</UIForeground>)  Fehlermeldungen anzeigen.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>aus<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>off<UIGlow>01</UIGlow><UIForeground>01</UIForeground>) Fehlermeldungen verbergen.
Bei fehlendem Unterbefehl wird die Einstellung gewechselt.","/macrofehler","/mfehler",36,0
216,1,0,0,0,0,"/clearlog","/cl","/loglöschen, /ll, /clearlog, /cl
→ Löscht alle Nachrichten aus allen Log-Fenstern.","/loglöschen","/ll",509,0
217,0,0,0,0,0,"/macrocancel","/mcancel","/makrostopp, /mstopp, /macrocancel, /mcancel
→ Bricht das momentan laufende Makro ab. Kann nicht selbst in ein Makro eingebaut werden, sondern muss manuell in die Eingabezeile geschrieben werden.","/makrostopp","/mstopp",165,0
218,1,0,0,0,0,"/playtime","/ptime","/spielzeit, /playtime, /ptime
→ Zeigt die Gesamtspielzeit an, die du bisher mit FINAL FANTASY XIV verbracht hast.","/spielzeit","",60,0
219,1,0,0,0,0,"/grouppose","/gpose","/gruppenpose, /grouppose, /gpose
→ Lässt Gruppen- und Allianzmitglieder sowie Begleiter, Reittiere und Mitstreiter gemeinsam posieren.
>>Steuerung:
<CommandIcon(10)/>, R, Num *, Mausrad-Klick
Kamera-Einstellungen anzeigen
<CommandIcon(11)/>, Leertaste
Blick zur Kamera/normal
<CommandIcon(13)/>, X
Bewegung anhalten (alle)
<CommandIcon(14)/>, Num 1
Bewegung anhalten (Ziel)
<CommandIcon(15)/>,Num 2
Fokussierten Charakter wechseln
<CommandIcon(6)/>, Tab, Umsch+Tab
Fokus wechseln
<CommandIcon(20)/>, W, A, S, D, Q, E
Kameraposition ändern
<Gui(16)/>, Z
Kameraposition zurücksetzen","/gruppenpose","",32,0
220,2,0,0,0,0,"/itemsearch","/isearch","/ggsuche, /itemsearch, /isearch
VERWENDUNG:
/ggsuche [Text]
→ Durchsucht deine Gegenstände nach dem eingegebenen Text. Die Suche berücksichtigt dein Inventar, dein Arsenal, die Chocobo-Satteltasche, die Pro<SoftHyphen/>jektions<SoftHyphen/>kommode, das Kostbarkeitenkabinett, die Inventare deiner Gehilfen sowie alle Gegenstände, die du oder deine Gehilfen angelegt haben. Kann nur aus der Eingabezeile des Chatlogs ausgeführt werden. 
>>Beispiel:
/ggsuche ""Materia IV""
Sucht nach allen Gegenständen, die den Text „Materia IV“ enthalten und listet sie im Chatlog auf.","/ggsuche","",32,3000
221,2,0,0,0,0,"/idlingcamera","/icam","/knips, /idlingcamera, /icam
VERWENDUNG:
/knips [Variable zur Zielbestimmung]
→ Aktiviert den Schnappschuss-Sucher, der im 10-Sekunden-Abstand zufällige Naheinstellungen von Charakteren und Objekten der Umgebung zeigt. Bei Angabe eines Ziels fokussiert der Sucher darauf (ausgenommen einige unfokussierbare Charaktere).
>>Steuerung:
<CommandIcon(10)/>, R, Num *, Mausrad-Klick
Kamera-Einstellungen anzeigen
<CommandIcon(8)/>, Num 0, Links-Klick
Kamerawinkel anhalten/weiter wechseln
<CommandIcon(6)/>, Tab, Umsch+Tab
Szene überspringen
<CommandIcon(20)/>, W,A,S,D,Q,E
Kameraposition ändern
<Gui(16)/>, Z
Kameraposition zurücksetzen
>>Beispiel:
/knips <t>
Zeigt im 10-Sekunden-Takt zufällige Kameraeinstellungen mit Fokus auf den anvisierten Charakter.","/knips","",40,0
223,2,1,2,0,0,"/duelswitch","","/duell, /duelswitch
VERWENDUNG:
/duell [Unterbefehl]
→ Blockiert Duellherausforderungen. Kann nur in einem Duell-Areal benutzt werden.
>>Unterbefehle:
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>ein<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>1<UIGlow>01</UIGlow><UIForeground>01</UIForeground>)  Alle Heraus<SoftHyphen/>forde<SoftHyphen/>rungen werden automatisch abgelehnt.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>aus<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>0<UIGlow>01</UIGlow><UIForeground>01</UIForeground>)  Heraus<SoftHyphen/>forde<SoftHyphen/>rungen werden normal erhalten.
Bei fehlendem Unterbefehl wird die Einstellung gewechselt.
>>Beispiel:
/duell ein
Alle Heraus<SoftHyphen/>forde<SoftHyphen/>rungen werden automatisch abgelehnt.","/duell","",4,0
224,2,1,2,0,0,"/beginnerchannelinvitation","/bchannelinvitation","/neulingschateinladung, /nchateinl, /beginnerchannelinvitation, /bchannelinvitation
VERWENDUNG:
/neulingschateinladung [Unterbefehl]
→ Einladungen in den Neulings-Chat werden angenommen oder automatisch abgelehnt.
>>Unterbefehle:
　<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>ein<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>1<UIGlow>01</UIGlow><UIForeground>01</UIForeground>)  Andere Spieler können dich in den Neulings-Chat einladen.
　<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>aus<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>0<UIGlow>01</UIGlow><UIForeground>01</UIForeground>)  Einladungen in den Neulings-Chat werden automatisch abgelehnt.
Bei fehlendem Unterbefehl wird die Einstellung auf den jeweils anderen Wert geändert.","/neulingschateinladung","/nchateinl",189,1000
225,1,0,0,0,0,"/beginnerchannelleave","/bchannelleave","/neulingschatverlassen, /nchatver, /beginnerchannelleave, /bchannelleave
VERWENDUNG:
　/neulingschatverlassen
→ Entfernt dich aus dem Neulings-Chat.
※ Nur für Neulinge und Rückkehrer.","/neulingschatverlassen","/nchatver",189,1000
226,3,2,7,15,0,"/egiglamour","","/egiprojektion, /egiglamour
VERWENDUNG:
/egiprojektion ""[Egi-Name]"" ""[Projektion]""

→ Verändert das Aussehen deines Egi. Du musst den Egi erneut herbeirufen, damit die Projektion in Kraft tritt. Das Kommando kann in PvP-Instanzen nicht verwendet werden.

>>Egi-Name:
　Garuda-Egi
　Titan-Egi
　Ifrit-Egi

>>Projektion:
　Smaragd-Karfunkel
　Topas-Karfunkel
　Rubin-Karfunkel

Wenn die Projektion ausgelassen wird, wird die momentane Projektion entfernt.

>>Beispiel:
　/egiprojektion ""Garuda-Egi"" ""Rubin-Karfunkel""
　Dein Garuda-Egi erhält das Aussehen eines Rubin-Karfunkels.

　/egiprojektion ""Garuda-Egi""
　Die Projektion wird von deinem Garuda-Egi entfernt.","/egiprojektion","/egiglamour",36,0
227,3,1,2,0,0,"/title","","/titel, /title
VERWENDUNG:
/titel [Unterbefehl] ""[Titel]""
→ Legt fest, welcher Titel bei deinem Namen angezeigt werden soll.
>>Unterbefehle:
　<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>legen<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>set<UIGlow>01</UIGlow><UIForeground>01</UIForeground>)  Zeigt den angegebenen Titel an.
　<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>zurück<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>clear<UIGlow>01</UIGlow><UIForeground>01</UIForeground>)  Verbirgt den angegebenen Titel.
Bei fehlendem Unterbefehl wird ein zufälliger Titel angezeigt. Männliche und weibliche Varianten eines Titels verwendbar.
>>Beispiel:
/titel legen ""das Rad der Veränderung""
Zeigt den Titel „das Rad der Veränderung“ an.","/titel","",36,1000
228,2,1,2,0,0,"/bahamutsize","","/bahamut, /bahamutsize
VERWENDUNG:
/bahamut [Unterbefehl]
→ Ändert deine Anzeigeeinstellungen für Demi-Bahamut. Keine Auswirkungen auf die Anzeige für andere Spieler. Bei PvP unwirksam.
>>Unterbefehle:
　<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>groß<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>large<UIGlow>01</UIGlow><UIForeground>01</UIForeground>)  Große Darstellung
    <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>mittel<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>medium<UIGlow>01</UIGlow><UIForeground>01</UIForeground>)  Mittelgroße Darstellung
　<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>klein<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>small<UIGlow>01</UIGlow><UIForeground>01</UIForeground>)  Kleine Darstellung
Bei fehlendem Unterbefehl wird zur nächstgrößeren Darstellung weitergeschaltet.","/bahamut","",36,0
229,6,3,2,2,2,"/alarm","","/alarm
VERWENDUNG:
/alarm [Unterbefehl]
→ Richtet einen Alarm ein.
Beispiel:
/alarm Feierabend oz wh 1920 15
Richtet einen Alarm mit dem Name „Feierabend“ für 19:20 Uhr Ortszeit (oz) ein, der täglich wiederholt (wh) und 15 Minuten vorher angekündigt wird. Wiederholung und Ankündigung können ausgelassen werden. Eine Zeitangabe ist von 0000 bis 2400 möglich. Die Ankündigung kann zwischen 1 und 60 Minuten vor dem Termin liegen.
>>Unterbefehle
 <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>oz<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>lt<UIGlow>01</UIGlow><UIForeground>01</UIForeground>)  Ortszeit
 <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>sz<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>st<UIGlow>01</UIGlow><UIForeground>01</UIForeground>)  Serverzeit
 <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>ez<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>et<UIGlow>01</UIGlow><UIForeground>01</UIForeground>)  Eorzea-Zeit
 <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>zurück<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>clear<UIGlow>01</UIGlow><UIForeground>01</UIForeground>)  Löscht alle Alarme.

Bei fehlendem Unterbefehl wird das Alarmfenster geöffnet bzw. geschlossen.","/alarm","",32,0
231,2,1,2,0,0,"/busy","","/beschäftigt, /busy
VERWENDUNG:
/beschäftigt [Unterbefehl]
→ Setzt deinen Online-Status auf „Beschäftigt“.
>>Unterbefehle:
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>ein<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>on<UIGlow>01</UIGlow><UIForeground>01</UIForeground>)  Setzt den Status auf „Beschäftigt“.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>aus<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>off<UIGlow>01</UIGlow><UIForeground>01</UIForeground>)  Setzt den Status auf „Online“.
Bei fehlendem Unterbefehl wird die Einstellung gewechselt.","/beschäftigt","",36,0
232,2,1,2,0,0,"/away","/afk","/abwesend, /abw, /away, /afk
VERWENDUNG:
/abwesend [Unterbefehl]
→ Setzt deinen Online-Status auf „Abwesend“.
>>Unterbefehle:
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>ein<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>on<UIGlow>01</UIGlow><UIForeground>01</UIForeground>)  Setzt den Status auf „Abwesend“.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>aus<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>off<UIGlow>01</UIGlow><UIForeground>01</UIForeground>)  Setzt den Status auf „Online“.
Bei fehlendem Unterbefehl wird die Einstellung gewechselt.","/abwesend","/abw",36,0
233,1,0,0,0,0,"/lookingforparty","/lfp","/suchtgruppe, /sgr, /lookingforparty, /lfp
VERWENDUNG:
/sgr [Klasse/Job]
→ Setzt deinen Online-Status für die spezifizierte Klasse (Job) auf „Sucht Gruppe“.
>>Klassen/Jobs (mehrere möglich):
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Gladiator (GLA), Faustkämpfer (FST), Marodeur (MAR), Pikenier (PIK), Waldläufer (WDL), Schurke (SCH), Druide (DRU), Thaumaturg (THM), Hermetiker (HRT), Zimmerer (ZIM), Grobschmied (GRS), Plattner (PLA), Goldschmied (GLD), Gerber (GER), Weber (WEB), Alchemist (ALC), Gourmet (GRM), Minenarbeiter (MIN), Gärtner (GÄR), Fischer (FIS), Paladin (PLD), Mönch (MÖN), Krieger (KRG), Dragoon (DRG), Barde (BRD), Ninja (NIN), Weißmagier (WMA), Schwarzmagier (SMA), Beschwörer (BSW), Gelehrter (GLT), Dunkelritter (DKR), Astrologe (AST), Maschinist (MCH), Samurai (SAM), Rotmagier (RMA), Blaumagier (BMA), Revolver<SoftHyphen/>klinge (REV), Tänzer (TÄN)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Bei fehlender Klasse wird die momentane gewählt.
>>Unterbefehle:
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>ein<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>on<UIGlow>01</UIGlow><UIForeground>01</UIForeground>)  Setzt den Status auf „Sucht Gruppe“.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>aus<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>off<UIGlow>01</UIGlow><UIForeground>01</UIForeground>)  Setzt den Status auf „Online“.
Bei fehlendem Unterbefehl wird die Einstellung gewechselt.","/suchtgruppe","/sgr",36,0
234,2,1,2,0,0,"/lookingformeld","/lfm","/setztein, /wmat, /lookingformeld, /lfm
VERWENDUNG:
/setztein [Unterbefehl]
→ Setzt deinen Online-Status auf „Setzt Materia ein“.
>>Unterbefehle:
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>ein<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>on<UIGlow>01</UIGlow><UIForeground>01</UIForeground>)  Setzt Status auf „Setzt Materia ein“.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>aus<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>off<UIGlow>01</UIGlow><UIForeground>01</UIForeground>)  Setzt Status auf „Online“.
Bei fehlendem Unterbefehl wird die Einstellung gewechselt.","/setztein","/wmat",36,0
235,1,0,0,0,0,"/searchcomment","/scomment","/suchkomm, /searchcomment, /scomment
VERWENDUNG:
/suchkomm [Text]
→ Legt den eingegebenen Text als Suchkommentar für die Gruppen<SoftHyphen/>suche fest.","/suchkomm","",36,0
236,2,1,2,0,0,"/beginnerstatus","/bstatus","/neulingsstatus, /nstat, /nastatus, /nas
VERWENDUNG:
/neulingsstatus [Unterbefehl]
→ Ändert deinen Neulingsstatus.
>>Unterbefehle:
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>ein<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>on<UIGlow>01</UIGlow><UIForeground>01</UIForeground>)  Aktiviert den Status „Neuling“.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>aus<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>off<UIGlow>01</UIGlow><UIForeground>01</UIForeground>)  Deaktiviert den Status  „Neuling“.
Bei fehlendem Unterbefehl wird die Einstellung gewechselt.","/neulingsstatus","/nstat",36,1000
237,2,1,2,0,0,"/beginnerchannel","/bchannel","/neulingschat, /nchat, /novicenetwork, /nnetwork
VERWENDUNG:
/neulingschat [Unterbefehl]
→ Ändert die Einstellung für die automatische Teilnahme am Neulings-Chat, wenn du Mentor bist.
>>Unterbefehle:
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>ein<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>on<UIGlow>01</UIGlow><UIForeground>01</UIForeground>)  Aktiviert die automatische Teilnahme und nimmt am Neulings-Chat teil.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>aus<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>off<UIGlow>01</UIGlow><UIForeground>01</UIForeground>)  Deaktiviert die automatische Teilnahme und verlässt den Neulings-Chat.
Bei fehlendem Unterbefehl wird die Einstellung gewechselt.","/neulingschat","/nchat",36,1000
238,1,0,0,0,0,"/returnerstatusoff","","/rückkehrerstatusaus, /rstataus, /returnerstatusoff

→ Entfernt den Online-Status „Rückkehrer“.","/rückkehrerstatusaus","/rstataus",36,1000
