key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
37,33,"ui/icon/072000/072237.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Eis
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","Angriffstalent der Chimära.
Aus dem Ziegenteil der Chimära stammende und zur Waffe gemachte Fähigkeit, mit dem Bergziegen der nördlichen Polarregionen den eisigen Umgebungsäther kontrollieren.",4,"Cutter's Cry",,,True,False,False,True,False,False,False,False,False,False,False,False
38,34,"ui/icon/072000/072238.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Blitz
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","Angriffstalent der Chimära.
Eine blaumagische Version der Gabe, Blitze auf die Umgebung niederfahren zu lassen, welche die Chimära von ihrem Drachenteil geerbt hat. ",4,"Cutter's Cry",,,True,False,False,False,True,False,False,False,False,False,False,False
39,43,"ui/icon/072000/072239.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>---
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","Von Salamandern absorbierter Blauzauber.
Blendet Angreifer mit einem hellen Lichtblitz und steigert ihre Verwundbarkeit.",1,"Thornmarch (Extreme)",,,True,False,False,False,False,False,False,False,False,False,False,False
40,37,"ui/icon/072000/072240.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>---
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★
","Von Kraken stammender Blauzauber.
Eine Weiterentwicklung der Wasserkanone, mit der Angreifer durch einen Strahl dickflüssiger Tinte geblendet werden.",4,"Sastasha (Hard)",,,True,False,False,False,False,False,True,False,False,False,False,False
41,24,"ui/icon/072000/072241.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Physisch/Stich
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Neutral
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","Blaumagisches Imitat einer Apkallu-Attacke.
Dieser Zauber ahmt die unappetitliche Angewohnheit der Apkallu nach, ihren Gegnern verschluckte Fische ins Gesicht zu spucken. Verschlägt dem Opfer nicht selten die Sprache.",1,"the Keeper of the Lake",,,True,False,False,False,False,True,False,False,False,False,False,False
42,29,"ui/icon/072000/072242.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>---
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","Schutzzauber eines Panzerdrachen.
Eine Anhäufung von Erdäther errichtet eine magische Barriere, die Kleidung und Rüstung härtet und jegliche Bewegung unmöglich macht.",4,"the Stone Vigil (Hard)",,,False,True,False,False,False,False,False,False,False,False,False,False
43,38,"ui/icon/072000/072243.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Physisch/Stich
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Feuer
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★
","Traditionelle Attacke der Mamool Ja.
Ein Ango genannter, mit einer Prise Feueräther versehener Wurfspeer. Der Speer ist eine blaumagische Illusion, der Schmerz ist echt.",4,"the Wanderer's Palace (Hard)",,,True,False,False,False,False,False,False,False,False,False,False,False
44,44,"ui/icon/072000/072244.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Wind
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★★
","Garudas Gabe.
Unbarmherzig bohren sich die Federn der Windgöttin in ihre Opfer und lassen sie sich schmerzvoll winden.",4,"the Howling Eye (Extreme)",,,True,False,False,False,False,False,False,False,False,False,False,False
45,45,"ui/icon/072000/072245.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Feuer
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★★
","Ifrits Verheißung.
Unerträglich heißes Magma schießt in flammenden Säulen aus der Erde, zu Ehren des Primae des Feuers.",4,"the Bowl of Embers (Extreme)",,,True,False,False,False,False,False,False,False,False,False,False,False
46,46,"ui/icon/072000/072246.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Physisch/Schlag
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Erde
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★★
","Terror des Titan.
Als würden die höchsten Gipfel der Welt zerbrechen und auf den Planeten niederregnen, so begräbt der erdbasierte Äther die Opfer dieses Zaubers.",4,"the Navel (Extreme)",,,True,False,False,False,False,False,False,False,False,False,False,False
47,47,"ui/icon/072000/072247.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Blitz
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★★
","Ramuhs Raserei.
Wenn Blitze zucken und der Donner grollt, spielt Ramuh sein zerstörerisches Spiel. Geeignet, ganze Areale zu erschüttern.",4,"the Striking Tree (Extreme)",,,True,False,False,False,False,False,False,False,False,False,False,False
48,48,"ui/icon/072000/072248.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Eis
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★★
","Shivas Stärke.
Kein Blaumagier spannte je den magischen Bogen und verschoss die eisigen Pfeile, ohne das Heulen auf den frostigen Ebenen von Ishgard zu hören.",4,"the Akh Afah Amphitheatre (Extreme)",,,True,False,False,False,False,False,False,False,False,False,False,False
49,49,"ui/icon/072000/072249.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Wasser
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★★
","Leviathans Barriere.
Ein Schleier, genährt aus dem wasserbasierten Umgebungsäther, spannt sich auf, um jeden schädlichen Einfluss von dem Magier wegzuwaschen.",4,"the <Emphasis>Whorleater</Emphasis> (Extreme)",,,False,True,False,False,False,False,False,False,False,False,False,False
50,50,"ui/icon/072000/072251.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Wind
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","Sturmwind eines Greifen.
Der orkanartige Wind dieses Zaubers wird von wilden Greifen eingesetzt, um unliebsame Besucher aus ihrem Territorium zu vertreiben.",4,"the Dusk Vigil",,,True,False,False,False,False,False,False,False,False,False,False,False
51,51,"ui/icon/072000/072252.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Wasser
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★
","Flut des belebten Wassers.
Bei dieser Technik manipuliert das belebte Wasser seine eigene Flüssigkeit, um eine verheerende Flut auszulösen, die selbst bullige Feinde wegspült.",4,"Alexander - The Arm of the Father",,,True,False,False,False,False,False,False,False,False,False,False,False
52,52,"ui/icon/072000/072253.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Eis
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","Eisiger Atem des Yetis.
Der Yeti kann seinen eigenen Atem so stark abkühlen, dass er wasseraspektierten Äther gefrieren lässt. Diese Magie ist besonders effektiv gegen Gegner, die an Wassersucht leiden.",1,,"Something Borrowed, Something Blue","Into the Blue Again",True,False,False,True,False,False,False,False,False,False,False,False
53,53,"ui/icon/072000/072254.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Blitz
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","Schockende Seeschlangenspucke.
Bei dieser Technik wird eine elektrisch geladene Wasserblase verspeit, die der Beute beim Einschlag einen ordentlichen Schlag versetzt.",1,,,,True,False,False,False,False,False,False,False,False,False,False,False
54,54,"ui/icon/072000/072255.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Physisch
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>---
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","Speer der Panzerpuppe.
Der furcht<SoftHyphen/>ein<SoftHyphen/>flößende Speer der Panzerpuppe wird repliziert und dann sichelförmig geschwungen, um Gegner schneller umzumähen als sie blinzeln können.",4,"Alexander - The Fist of the Father",,,True,False,False,False,False,False,False,False,False,False,False,False
55,55,"ui/icon/072000/072256.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Physisch
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>---
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","Schwerter des gehörnten Dämons.
Der Äther wird zu einer Kugel aus Schwertern geformt, die dann auf das Ziel in ihrer Mitte einstechen. Dies hat für gewöhnlich den Effekt, den Feind zu paralysieren.",4,"the Great Gubal Library",,,True,False,False,False,True,False,False,False,False,False,False,False
56,56,"ui/icon/072000/072257.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>---
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","Urschrei eines Paissa.
Dieser Zauber imitiert den schrillen Schrei eines Paissa, der den Geist des Opfers so vereinnahmt, dass dieses in einen tiefen Schlummer fällt.",1,,,,True,False,False,False,False,False,False,False,True,False,False,False
57,57,"ui/icon/072000/072258.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>---
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","Schaurige Schallwelle einer Empusa.
Die Empusa generiert ihre schaurige Schallwelle, indem sie Teile ihres Körpers schnell vibrieren lässt. Der resultierende Ton stört bestimmte ätherische Frequenzen, wodurch deren positive Effekte erlöschen.",1,,,,True,False,False,False,False,False,False,False,False,False,False,False
58,58,"ui/icon/072000/072259.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>---
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★
","Heilmagie der Mogrys.
Dieser Zauber scheint sich kaum von jenen der Druiden zu unterscheiden, doch die Mogrys haben ihre eigene Philosophie dazu: „Um dich selbst zu heilen, musst du einfach nur viel Magie in deinem Bommel ansammeln und alles auf einmal loslassen, kupo!“",4,"Thornmarch (Hard)",,,False,True,False,False,False,False,False,False,False,False,False,False
59,59,"ui/icon/072000/072260.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>---
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","Verteidigungsmagie der Goblins.
Nur ausgewählte Goblins können diese Technik einsetzen, die durch skrupellose Experimente der Indigohand entwickelt wurde. Dabei weben sie einen dünnen, hautengen Ätherschleier um ihren Körper, um ihre Verteidigung zu verstärken.",1,,,,False,True,False,False,False,False,False,False,False,False,False,False
60,60,"ui/icon/072000/072261.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>---
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","Byblos-Hammer.
Bei dieser Technik geht ein massiver ätherischer Hammer mit gewaltiger Wucht auf einen Gegner nieder. Dessen Sinnesschärfe ist dadurch naturgemäß in der Regel etwas reduziert.",4,"the Great Gubal Library (Hard)",,,True,True,False,False,False,False,False,False,False,False,False,False
61,61,"ui/icon/072000/072262.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>---
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","Pheromon der Falkenkönigin.
Wenn die Falkenkönigin Gefahr wittert, setzt sie ein bestimmtes Pheromon frei, das ihren Schwarm herbeilockt, um sie zu schützen. Ein geübter Magier kann einen ähnlichen magischen Effekt nutzen, um sich einen derartigen Schutzschild zuzulegen.",4,"Saint Mocianne's Arboretum",,,False,True,False,False,False,False,False,False,False,False,False,False
62,62,"ui/icon/072000/072263.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>---
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","Poroggo-Gesang.
Dieser Gesang regt Poroggos zum Mittanzen an. Für alle anderen Kreaturen klingt er eher so, als würde ein Frosch von einem Karren überfahren. Die lautstarke Wiedergabe eignet sich daher hervorragend, um sich den Zorn anderer zuzuziehen.",1,,"Blue Scream of Death","Blue in the Face",True,False,False,False,False,False,False,False,False,False,False,False
63,63,"ui/icon/072000/072264.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Wind
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","Windstoß des Zu.
Eine bevorzugte Technik der Zu, die einen besonders kräftigen Flügelschlag ausführen, um eine Böe aus windaspektiertem Äther zu erzeugen, der so stark komprimiert ist, dass er tödlich wie eine scharfe Klinge ist.",4,"Pharos Sirius",,,True,False,False,False,False,False,False,False,False,False,False,False
64,64,"ui/icon/072000/072265.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>---
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★
","Brunftschrei eines Dhalmels.
Bei der richtigen Tonhöhe reagiert der eigene Körper mit einer erhöhten Produktion von Adrenalin, das einem im Kampf einen Vorteil verschafft<Indent/>- oder einen Partner anlockt, falls man ein Dhalmel ist.",1,,"Bolt from the Blue","Something Borrowed, Something Blue",False,True,False,False,False,False,False,False,False,False,False,False
65,65,"ui/icon/072000/072266.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>---
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","Ätherwelle eines Rosses.
Dieser Zauber wurde entwickelt, um Häretiker zu unterwerfen und entfesselt eine konzentrierte Ätherwelle, die das Fleisch verbrennt und verzerrt, wodurch das Opfer ins Straucheln gerät<Indent/>- besonders dann, wenn es bereits seelische Qualen erleidet.",4,"the Vault",,,True,False,True,False,False,False,False,False,False,False,False,False
66,66,"ui/icon/072000/072267.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>---
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","Ätherstrahl eines Rosses.
Dieser Zauber soll den Geist von Häretikern mit einem destabilisierenden Ätherstrahl brechen. Umso effektiver, wenn das Ziel bereits an physischen Gebrechen leidet.",4,"the Vault",,,True,False,False,False,False,False,False,False,False,True,False,False
67,67,"ui/icon/072000/072268.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>---
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","Zauber der Nichts<SoftHyphen/>gesand<SoftHyphen/>ten.
Dieser Fluch der Nichts<SoftHyphen/>gesand<SoftHyphen/>ten verdreht den Verstand seines Opfers derart, dass die akuten Qualen zum Organversagen führen.",4,"the Great Gubal Library",,,True,False,False,False,False,False,False,False,False,False,False,True
68,68,"ui/icon/072000/072269.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>---
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","Magitek-basierte Werktechnik.
Dieser Zauber beschwört einen Hagel aus illusorischen Raketen, die bei Opfern das Gefühl auslösen, von einer garleischen Magitek-Waffe angegriffen zu werden, worauf ihre Körper entsprechend reagieren.",4,"Baelsar's Wall",,,True,False,False,False,False,False,False,False,False,False,False,True
69,69,"ui/icon/072000/072270.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>---
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","Inspiriert von einer gottgleichen Maschine.
Die konzentrierte Hitze dieses Strahls vermag Nervenenden abzutöten und Verbindungen zwischen Hirn und Muskeln zu trennen. Durch gezielten Einsatz kann der geübte Magier sein Opfer so be<SoftHyphen/>we<SoftHyphen/>gungs<SoftHyphen/>un<SoftHyphen/>fäh<SoftHyphen/>ig machen.",4,"Alexander - The Burden of the Father",,,True,False,False,False,False,False,False,True,False,False,False,False
70,70,"ui/icon/072000/072271.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>---
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","Ätherfokus der Sabotender.
Wilde Sabotender sollen diese Fähigkeit entwickelt haben, um ihren Äther zu kanalisieren, damit sie besonders fruchtbare Vertreter ihrer Art schützen können.",4,"the Sunken Temple of Qarn (Hard)",,,False,True,False,False,False,False,False,False,False,False,False,False
71,71,"ui/icon/072000/072272.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Physisch
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>---
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","Ver<SoftHyphen/>zweif<SoftHyphen/>lung der Whalaqee.
Diese Nahkampftechnik erlaubt es dem Zaubernden, seine eigenen Gefühle der Ver<SoftHyphen/>zweif<SoftHyphen/>lung ob eines nahenden Todes zu nutzen, um eine letzte Offensive zu starten. Der Name der Kreatur, die sie ursprünglich besaß, bleibt ein Geheimnis.",2,"",,,True,False,False,False,False,False,False,False,False,False,False,False
72,72,"ui/icon/072000/072273.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>---
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","Revitalisierung der Whalaqee.
Bei diesem Zauber wird heilender Äther durch ein Familiar verstärkt, das ein Bote des Himmels zu sein scheint<Indent/>- ein Konzept, das im Widerspruch zu den religiösen Vorstellungen der Whalaqee steht.",2,"",,,False,True,False,False,False,False,False,False,False,False,False,False
73,73,"ui/icon/072000/072274.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>---
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","Die Larvenhäutung der Wamoura.
Die Wamoura stoßen Schadstoffe und Gifte wie eine zweite Haut einfach ab<Indent/>- übrig bleibt ein funkelnder Schauer winziger Schuppen und ein wohliges Gefühl der Frische.",1,,"Blue in the Face","Bolt from the Blue",False,True,False,False,False,False,False,False,False,False,False,False
